Kookai
ltgreen
assess,B- grade at Behind the Barcode,Social: lesser praise ,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]"
assess,Katalyst Foundation,Business Ethics: minor praise,"In 2012 Kookai started their own charity, Katalyst Foundation, to centralize the charitable work they had engaged in over the previous two decades. Katalyst focuses on charitable endeavours, primarily in Fiji, that bring about lasting change to break the cycle of poverty, rather than just providing temporary relief. 
[Source 2016][More on Finance]"
assess,Ethics statement,Business Ethics: minor praise,"This company has an ethical approach to fashion in its manufacturing processes, sourcing materials that are sustainable, providing a certified organic range and through their Katalyst Foundation making lasting changes to alleviate poverty by providing infrastructure and sustainable businesses in Fiji.
[Source 2016][More on Sustainability Reporting]"
product,Kookai,Womens Fashion
